+1.0000000000e+00	+1.0000000000e+00	+4.0000000000e+00
+1.1000000000e+00	+1.0000000000e+00	+4.7299999963e+00
+1.2000000000e+00	+1.0000000000e+00	+5.5200000101e+00
+1.3000000000e+00	+1.0000000000e+00	+6.3699999930e+00
+1.4000000000e+00	+1.0000000000e+00	+7.2799999812e+00
+1.5000000000e+00	+1.0000000000e+00	+8.2500000228e+00
+1.6000000000e+00	+1.0000000000e+00	+9.2799999995e+00
+1.7000000000e+00	+1.0000000000e+00	+1.0370000035e+01
+1.8000000000e+00	+1.0000000000e+00	+1.1520000024e+01
+1.9000000000e+00	+1.0000000000e+00	+1.2729999976e+01
+2.0000000000e+00	+1.0000000000e+00	+1.4000000000e+01
+1.0000000000e+00	+1.1000000000e+00	+4.9930000000e+00
+1.1000000000e+00	+1.1000000000e+00	+5.9420665420e+00
+1.2000000000e+00	+1.1000000000e+00	+6.9720029074e+00
+1.3000000000e+00	+1.1000000000e+00	+8.0827331664e+00
+1.4000000000e+00	+1.1000000000e+00	+9.2741924959e+00
+1.5000000000e+00	+1.1000000000e+00	+1.0546324853e+01
+1.6000000000e+00	+1.1000000000e+00	+1.1899081222e+01
+1.7000000000e+00	+1.1000000000e+00	+1.3332418371e+01
+1.8000000000e+00	+1.1000000000e+00	+1.4846297718e+01
+1.9000000000e+00	+1.1000000000e+00	+1.6440684509e+01
+2.0000000000e+00	+1.1000000000e+00	+1.8115546925e+01
+1.0000000000e+00	+1.2000000000e+00	+6.1840000000e+00
+1.1000000000e+00	+1.2000000000e+00	+7.3938137222e+00
+1.2000000000e+00	+1.2000000000e+00	+8.7095316771e+00
+1.3000000000e+00	+1.2000000000e+00	+1.0131004561e+01
+1.4000000000e+00	+1.2000000000e+00	+1.1658103812e+01
+1.5000000000e+00	+1.2000000000e+00	+1.3290717423e+01
+1.6000000000e+00	+1.2000000000e+00	+1.5028746791e+01
+1.7000000000e+00	+1.2000000000e+00	+1.6872104309e+01
+1.8000000000e+00	+1.2000000000e+00	+1.8820711445e+01
+1.9000000000e+00	+1.2000000000e+00	+2.0874497185e+01
+2.0000000000e+00	+1.2000000000e+00	+2.3033396710e+01
+1.0000000000e+00	+1.3000000000e+00	+7.5910000000e+00
+1.1000000000e+00	+1.3000000000e+00	+9.1070223239e+00
