+0.0000000000e+00	+0.0000000000e+00	+1.0000000000e+00
+2.5000000000e-01	+0.0000000000e+00	+9.3941306281e-01
+5.0000000000e-01	+0.0000000000e+00	+7.7880078307e-01
+7.5000000000e-01	+0.0000000000e+00	+5.6978282473e-01
+1.0000000000e+00	+0.0000000000e+00	+3.6787944117e-01
+0.0000000000e+00	+5.0000000000e-01	+7.7880078307e-01
+2.5000000000e-01	+5.0000000000e-01	+7.3204887785e-01
+5.0000000000e-01	+5.0000000000e-01	+6.0592596564e-01
+7.5000000000e-01	+5.0000000000e-01	+4.4264261905e-01
+1.0000000000e+00	+5.0000000000e-01	+2.8650479686e-01
+0.0000000000e+00	+1.0000000000e+00	+3.6787944117e-01
+2.5000000000e-01	+1.0000000000e+00	+3.3918297596e-01
+5.0000000000e-01	+1.0000000000e+00	+2.7842755585e-01
+7.5000000000e-01	+1.0000000000e+00	+2.0371769510e-01
+1.0000000000e+00	+1.0000000000e+00	+1.3533528324e-01
+0.0000000000e+00	+1.5000000000e+00	+1.0539922456e-01
+2.5000000000e-01	+1.5000000000e+00	+9.6152315747e-02
+5.0000000000e-01	+1.5000000000e+00	+7.8373107826e-02
+7.5000000000e-01	+1.5000000000e+00	+5.7389380863e-02
+1.0000000000e+00	+1.5000000000e+00	+3.8774207832e-02
+0.0000000000e+00	+2.0000000000e+00	+1.8315638889e-02
+2.5000000000e-01	+2.0000000000e+00	+1.7205950426e-02
+5.0000000000e-01	+2.0000000000e+00	+1.4264233909e-02
+7.5000000000e-01	+2.0000000000e+00	+1.0435936463e-02
+1.0000000000e+00	+2.0000000000e+00	+6.7379469991e-03
