+0.0000000000e+00	-2.9323045017e+00
+3.1415926536e-02	-3.0893841341e+00
+6.2831853072e-02	-3.2429665233e+00
+9.4247779608e-02	-3.3929398646e+00
+1.2566370614e-01	-3.5391907955e+00
+1.5707963268e-01	-3.6816050987e+00
+1.8849555922e-01	-3.8200683367e+00
+2.1991148575e-01	-3.9544664229e+00
+2.5132741229e-01	-4.0846861392e+00
+2.8274333882e-01	-4.2106156034e+00
+3.1415926536e-01	-4.3321446939e+00
+3.4557519189e-01	-4.4491654335e+00
+3.7699111843e-01	-4.5615723396e+00
+4.0840704497e-01	-4.6692627415e+00
+4.3982297150e-01	-4.7721370701e+00
+4.7123889804e-01	-4.8700991204e+00
+5.0265482457e-01	-4.9630562925e+00
+5.3407075111e-01	-5.0509198095e+00
+5.6548667765e-01	-5.1336049169e+00
+5.9690260418e-01	-5.2110310641e+00
+6.2831853072e-01	-5.2831220696e+00
+6.5973445725e-01	-5.3498062706e+00
+6.9115038379e-01	-5.4110166591e+00
+7.2256631033e-01	-5.4666910049e+00
+7.5398223686e-01	-5.5167719663e+00
+7.8539816340e-01	-5.5612071891e+00
+8.1681408993e-01	-5.5999493956e+00
+8.4823001647e-01	-5.6329564626e+00
+8.7964594301e-01	-5.6601914902e+00
+9.1106186954e-01	-5.6816228611e+00
+9.4247779608e-01	-5.6972242912e+00
+9.7389372261e-01	-5.7069748718e+00
+1.0053096491e+00	-5.7108591033e+00
+1.0367255757e+00	-5.7088669212e+00
+1.0681415022e+00	-5.7009937147e+00
+1.0995574288e+00	-5.6872403371e+00
+1.1309733553e+00	-5.6676131098e+00
+1.1623892818e+00	-5.6421238189e+00
+1.1938052084e+00	-5.6107897046e+00
+1.2252211349e+00	-5.5736334443e+00
+1.2566370614e+00	-5.5306831290e+00
+1.2880529880e+00	-5.4819722330e+00
+1.3194689145e+00	-5.4275395774e+00
+1.3508848410e+00	-5.3674292873e+00
+1.3823007676e+00	-5.3016907433e+00
+1.4137166941e+00	-5.2303785261e+00
+1.4451326207e+00	-5.1535523558e+00
+1.4765485472e+00	-5.0712770255e+00
+1.5079644737e+00	-4.9836223291e+00
+1.5393804003e+00	-4.8906629826e+00
+1.5707963268e+00	-4.7924785417e+00
+1.6022122533e+00	-4.6891533122e+00
+1.6336281799e+00	-4.5807762564e+00
+1.6650441064e+00	-4.4674408934e+00
+1.6964600329e+00	-4.3492451951e+00
+1.7278759595e+00	-4.2262914763e+00
+1.7592918860e+00	-4.0986862814e+00
+1.7907078125e+00	-3.9665402644e+00
+1.8221237391e+00	-3.8299680663e+00
+1.8535396656e+00	-3.6890881862e+00
+1.8849555922e+00	-3.5440228495e+00
+1.9163715187e+00	-3.3948978709e+00
+1.9477874452e+00	-3.2418425134e+00
+1.9792033718e+00	-3.0849893437e+00
+2.0106192983e+00	-2.9244740834e+00
+2.0420352248e+00	-2.7604354564e+00
+2.0734511514e+00	-2.5930150330e+00
+2.1048670779e+00	-2.4223570704e+00
+2.1362830044e+00	-2.2486083496e+00
+2.1676989310e+00	-2.0719180095e+00
+2.1991148575e+00	-1.8924373780e+00
+2.2305307840e+00	-1.7103197999e+00
+2.2619467106e+00	-1.5257204621e+00
+2.2933626371e+00	-1.3387962167e+00
+2.3247785637e+00	-1.1497054008e+00
+2.3561944902e+00	-9.5860765509e-01
+2.3876104167e+00	-7.6566373937e-01
+2.4190263433e+00	-5.7103534664e-01
+2.4504422698e+00	-3.7488491526e-01
+2.4818581963e+00	-1.7737543940e-01
+2.5132741229e+00	+2.1329721913e-02
+2.5446900494e+00	+2.2106703714e-01
+2.5761059759e+00	+4.2167299570e-01
+2.6075219025e+00	+6.2298430249e-01
+2.6389378290e+00	+8.2483807318e-01
+2.6703537556e+00	+1.0270720303e+00
+2.7017696821e+00	+1.2295246999e+00
+2.7331856086e+00	+1.4320356081e+00
+2.7646015352e+00	+1.6344454790e+00
+2.7960174617e+00	+1.8365964309e+00
+2.8274333882e+00	+2.0383321742e+00
+2.8588493148e+00	+2.2394982082e+00
+2.8902652413e+00	+2.4399420170e+00
+2.9216811678e+00	+2.6395132660e+00
+2.9530970944e+00	+2.8380639969e+00
+2.9845130209e+00	+3.0354488220e+00
+3.0159289474e+00	+3.2315251176e+00
+3.0473448740e+00	+3.4261532162e+00
+3.0787608005e+00	+3.6191965977e+00
+3.1101767271e+00	+3.8105220785e+00
+3.1415926536e+00	+4.0000000000e+00
