+0.0000000000e+00	-1.0737090229e-15
+3.3333333333e-02	+1.6111111111e-02
+6.6666666667e-02	+3.1111111111e-02
+1.0000000000e-01	+4.5000000000e-02
+1.3333333333e-01	+5.7777777778e-02
+1.6666666667e-01	+6.9444444444e-02
+2.0000000000e-01	+8.0000000000e-02
+2.3333333333e-01	+8.9444444444e-02
+2.6666666667e-01	+9.7777777778e-02
+3.0000000000e-01	+1.0500000000e-01
+3.3333333333e-01	+1.1111111111e-01
+3.6666666667e-01	+1.1611111111e-01
+4.0000000000e-01	+1.2000000000e-01
+4.3333333333e-01	+1.2277777778e-01
+4.6666666667e-01	+1.2444444444e-01
+5.0000000000e-01	+1.2500000000e-01
+5.3333333333e-01	+1.2444444444e-01
+5.6666666667e-01	+1.2277777778e-01
+6.0000000000e-01	+1.2000000000e-01
+6.3333333333e-01	+1.1611111111e-01
+6.6666666667e-01	+1.1111111111e-01
+7.0000000000e-01	+1.0500000000e-01
+7.3333333333e-01	+9.7777777778e-02
+7.6666666667e-01	+8.9444444444e-02
+8.0000000000e-01	+8.0000000000e-02
+8.3333333333e-01	+6.9444444444e-02
+8.6666666667e-01	+5.7777777778e-02
+9.0000000000e-01	+4.5000000000e-02
+9.3333333333e-01	+3.1111111111e-02
+9.6666666667e-01	+1.6111111111e-02
+1.0000000000e+00	+0.0000000000e+00
